subcommittee	code	docx	xlsx	title	authorsEmails	correspondingAuthor	abstract 
Fungal and protist virus (F) proposals	2023.009F	2023.009F.A.v3.Virophages_reorg.docx	2023.009F.A.v3.Virophages_reorg.xlsx				 
