subcommittee	code	docx	xlsx	title	authorsEmails	correspondingAuthor	abstract 
Animal DNA viruses and Retroviruses (D) proposals	2023.014D	NA	2023.014D.A.v2.Hepadnaviridae_19renam_9nsp.xlsx				 
